sku,collection_date,title,category_name,list_price,current_price,available_count,avg_price_7d,avg_price_30d,day_over_day_change,day_over_day_change_pct,week_over_week_change,week_over_week_change_pct,category_price_rank,category_price_percentile,category_sku_count,discount_depth,category_median_price,premium_to_category_median,price_volatility_30d
e256de8aa0c2115f,2026-08-11,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,27.35,26.76,3,26.76,26.76,,,,,72,0.3486,110,0.0216,32.84,-0.1851,
0bbc48294707ba96,2026-08-11,Blink: The Power of Thinking Without Thinking,Nonfiction,21.74,20.89,3,20.89,20.89,,,,,87,0.211,110,0.0391,32.84,-0.3639,
860318b8e244f39c,2026-08-11,Black Flags: The Rise of ISIS,Nonfiction,40.87,39.35,3,39.35,39.35,,,,,42,0.6239,110,0.0372,32.84,0.1982,
da0349a87c8caa2f,2026-08-11,Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,56.58,58.2,3,58.2,58.2,,,,,6,0.9541,110,-0.0286,32.84,0.7722,
bcee4f289ff6699c,2026-08-11,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,30.48,29.97,3,29.97,29.97,,,,,64,0.422,110,0.0167,32.84,-0.0874,
d2185b65af52d68c,2026-08-11,"The Suffragettes (Little Black Classics, #96)",Nonfiction,11.89,11.65,2,11.65,11.65,,,,,110,0.0,110,0.0202,32.84,-0.6452,
fb495f9f9015a772,2026-08-11,Kindle Paperwhite User's Guide,Nonfiction,34.0,34.52,2,34.52,34.52,,,,,52,0.5321,110,-0.0153,32.84,0.0512,
b6d3f4f4ee1f6069,2026-08-11,H is for Hawk,Nonfiction,57.42,57.62,2,57.62,57.62,,,,,9,0.9266,110,-0.0035,32.84,0.7546,
0268f149d014b389,2026-08-11,Travels with Charley: In Search of America,Nonfiction,57.82,57.07,1,57.07,57.07,,,,,10,0.9174,110,0.013,32.84,0.7378,
6514add13c82b115,2026-08-11,The Tumor,Nonfiction,41.56,40.56,1,40.56,40.56,,,,,36,0.6789,110,0.0241,32.84,0.2351,
09659d1639a1f978,2026-08-11,The End of the Jesus Era (An Investigation #1),Nonfiction,14.4,13.81,1,13.81,13.81,,,,,103,0.0642,110,0.041,32.84,-0.5795,
df56868afd166557,2026-08-11,"Eat, Pray, Love",Nonfiction,51.32,51.08,1,51.08,51.08,,,,,17,0.8532,110,0.0047,32.84,0.5554,
f77dbf2323deb740,2026-08-11,The Requiem Red,Young Adult,22.65,23.49,19,23.49,23.49,,,,,42,0.2264,54,-0.0371,37.345,-0.371,
ce6396b0f23f6ecc,2026-08-11,Set Me Free,Young Adult,17.46,16.86,19,16.86,16.86,,,,,45,0.1698,54,0.0344,37.345,-0.5485,
cedf82b5086e4691,2026-08-11,The Natural History of Us (The Fine Art of Pretending #2),Young Adult,45.22,47.05,16,47.05,47.05,,,,,16,0.717,54,-0.0405,37.345,0.2599,
3c346ab1e76ae1f6,2026-08-11,Obsidian (Lux #1),Young Adult,14.86,14.75,16,14.75,14.75,,,,,48,0.1132,54,0.0074,37.345,-0.605,
5ceb951f629700a2,2026-08-11,Burning,Young Adult,28.81,29.59,16,29.59,29.59,,,,,33,0.3962,54,-0.0271,37.345,-0.2077,
842790dfaa937484,2026-08-11,A Fierce and Subtle Poison,Young Adult,28.13,27.42,16,27.42,27.42,,,,,38,0.3019,54,0.0252,37.345,-0.2658,
1c929cfd16b71907,2026-08-11,Scarlett Epstein Hates It Here,Young Adult,43.55,42.51,15,42.51,42.51,,,,,20,0.6415,54,0.0239,37.345,0.1383,
50b8f80311b31ede,2026-08-11,"Nightingale, Sing",Young Adult,38.28,38.17,15,38.17,38.17,,,,,27,0.5094,54,0.0029,37.345,0.0221,
ba54932df84e8cea,2026-08-11,Library of Souls (Miss Peregrine’s Peculiar Children #3),Young Adult,48.56,50.48,15,50.48,50.48,,,,,10,0.8113,54,-0.0395,37.345,0.3517,
116a2fdc9a45bab0,2026-08-11,Frostbite (Vampire Academy #2),Young Adult,29.99,29.22,15,29.22,29.22,,,,,35,0.3585,54,0.0257,37.345,-0.2176,
3fb15ace50d6142b,2026-08-11,Wild Swans,Young Adult,14.36,14.03,14,14.03,14.03,,,,,50,0.0755,54,0.023,37.345,-0.6243,
aba2db9afb1469c7,2026-08-11,Until Friday Night (The Field Party #1),Young Adult,46.31,43.5,14,43.5,43.5,,,,,19,0.6604,54,0.0607,37.345,0.1648,
f0f38174a7e689a3,2026-08-11,This Is Where It Ends,Young Adult,27.12,27.23,14,27.23,27.23,,,,,39,0.283,54,-0.0041,37.345,-0.2709,
6edacfd1f8ebb9eb,2026-08-11,The Darkest Lie,Young Adult,35.35,32.71,14,32.71,32.71,,,,,30,0.4528,54,0.0747,37.345,-0.1241,
137b0b2775701e11,2026-08-11,My Kind of Crazy,Young Adult,40.36,39.85,14,39.85,39.85,,,,,23,0.5849,54,0.0126,37.345,0.0671,
ad2887ce04583910,2026-08-11,Don't Get Caught,Young Adult,55.35,57.41,14,57.41,57.41,,,,,2,0.9811,54,-0.0372,37.345,0.5373,
e2e7b683b4c15b7d,2026-08-11,Catching Jordan (Hundred Oaks),Young Adult,50.83,53.44,14,53.44,53.44,,,,,6,0.9057,54,-0.0513,37.345,0.431,
41164b8ac02a2c42,2026-08-11,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Young Adult,58.14,57.63,14,57.63,57.63,,,,,1,1.0,54,0.0088,37.345,0.5432,
f732d7d18a91d2ba,2026-08-11,The Epidemic (The Program 0.6),Young Adult,14.44,14.86,12,14.86,14.86,,,,,47,0.1321,54,-0.0291,37.345,-0.6021,
b63ea3f7a57ae099,2026-08-11,Stars Above (The Lunar Chronicles #4.5),Young Adult,48.05,47.97,12,47.97,47.97,,,,,15,0.7358,54,0.0017,37.345,0.2845,
db84624b151cbe06,2026-08-11,No Love Allowed (Dodge Cove #1),Young Adult,54.65,51.58,12,51.58,51.58,,,,,9,0.8491,54,0.0562,37.345,0.3812,
c65c25d990fc7025,2026-08-11,"Exit, Pursued by a Bear",Young Adult,51.34,50.48,11,50.48,50.48,,,,,10,0.8113,54,0.0168,37.345,0.3517,
e77594ece9b9d1fe,2026-08-11,The Alien Club,Young Adult,54.4,56.94,9,56.94,56.94,,,,,3,0.9623,54,-0.0467,37.345,0.5247,
e845d305f64154f1,2026-08-11,Don't Forget Steven,Young Adult,33.23,32.58,9,32.58,32.58,,,,,32,0.4151,54,0.0196,37.345,-0.1276,
331c26103d885cae,2026-08-11,South of Sunshine,Young Adult,28.93,29.33,8,29.33,29.33,,,,,34,0.3774,54,-0.0138,37.345,-0.2146,
9a7291b89bd5445c,2026-08-11,My Life Next Door (My Life Next Door ),Young Adult,36.39,38.22,8,38.22,38.22,,,,,26,0.5283,54,-0.0503,37.345,0.0234,
df6a7c43faa6732b,2026-08-11,Future Shock (Future Shock #1),Young Adult,55.65,54.28,8,54.28,54.28,,,,,4,0.9434,54,0.0246,37.345,0.4535,
746029796363aa51,2026-08-11,Nightstruck: A Novel,Young Adult,50.35,50.47,7,50.47,50.47,,,,,12,0.7925,54,-0.0024,37.345,0.3515,
2a1b3d967cda1da2,2026-08-11,Tell the Wolves I'm Home,Young Adult,50.96,53.57,6,53.57,53.57,,,,,5,0.9245,54,-0.0512,37.345,0.4345,
e75f3ae1da1cc652,2026-08-11,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,47.31,48.48,5,48.48,48.48,,,,,14,0.7547,54,-0.0247,37.345,0.2982,
60369d96b7b80869,2026-08-11,Where She Went (If I Stay #2),Young Adult,41.73,40.56,5,40.56,40.56,,,,,22,0.6038,54,0.028,37.345,0.0861,
3a7d54a264d9f33e,2026-08-11,Two Summers,Young Adult,14.64,13.87,5,13.87,13.87,,,,,51,0.0566,54,0.0526,37.345,-0.6286,
c4182bdb53e2459a,2026-08-11,The Darkest Corners,Young Adult,11.33,11.06,5,11.06,11.06,,,,,53,0.0189,54,0.0238,37.345,-0.7038,
50d5a7b861ed1c54,2026-08-11,Tell Me Three Things,Young Adult,41.81,42.03,5,42.03,42.03,,,,,21,0.6226,54,-0.0053,37.345,0.1255,
5e1a88d248599768,2026-08-11,Lola and the Boy Next Door (Anna and the French Kiss #2),Young Adult,23.63,23.13,5,23.13,23.13,,,,,43,0.2075,54,0.0212,37.345,-0.3806,
44f545727e704187,2026-08-11,Kill the Boy Band,Young Adult,15.52,15.88,5,15.88,15.88,,,,,46,0.1509,54,-0.0232,37.345,-0.5748,
45045146dbf7b009,2026-08-11,Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,48.13,48.93,5,48.93,48.93,,,,,13,0.7736,54,-0.0166,37.345,0.3102,
f36d24c309e87e5b,2026-08-11,An Abundance of Katherines,Young Adult,10.0,10.1,5,10.1,10.1,,,,,54,0.0,54,-0.01,37.345,-0.7295,
eff24325e0ede639,2026-08-11,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,24.17,23.51,4,23.51,23.51,,,,,41,0.2453,54,0.0273,37.345,-0.3705,
0e4e2d31c2fb3aad,2026-08-11,Walk the Edge (Thunder Road #2),Young Adult,32.36,32.63,3,32.63,32.63,,,,,31,0.434,54,-0.0083,37.345,-0.1263,
61bc8167c9680283,2026-08-11,Two Boys Kissing,Young Adult,32.74,33.29,3,33.29,33.29,,,,,29,0.4717,54,-0.0168,37.345,-0.1086,
3e42ac0f4d43320f,2026-08-11,The New Guy (and Other Senior Year Distractions),Young Adult,44.92,46.59,3,46.59,46.59,,,,,17,0.6981,54,-0.0372,37.345,0.2476,
35e69a79d2b1e804,2026-08-11,"The Land of 10,000 Madonnas",Young Adult,29.64,28.92,3,28.92,28.92,,,,,36,0.3396,54,0.0243,37.345,-0.2256,
510832818edb6fbc,2026-08-11,Scarlet (The Lunar Chronicles #2),Young Adult,14.57,14.25,3,14.25,14.25,,,,,49,0.0943,54,0.022,37.345,-0.6184,
0ce8075fab4a2b5b,2026-08-11,Legend (Legend #1),Young Adult,43.69,43.94,3,43.94,43.94,,,,,18,0.6792,54,-0.0057,37.345,0.1766,
16e843e6b853cc2f,2026-08-11,Lady Renegades (Rebel Belle #3),Young Adult,53.04,52.8,3,52.8,52.8,,,,,7,0.8868,54,0.0045,37.345,0.4138,
984b3b6e7479b571,2026-08-11,Golden (Heart of Dread #3),Young Adult,42.21,39.48,3,39.48,39.48,,,,,24,0.566,54,0.0647,37.345,0.0572,
7e9579921e5407cb,2026-08-11,Cinder (The Lunar Chronicles #1),Young Adult,26.09,27.05,3,27.05,27.05,,,,,40,0.2642,54,-0.0368,37.345,-0.2757,
8e0bc2fe4e7d35b5,2026-08-11,Boy Meets Boy,Young Adult,21.12,21.97,3,21.97,21.97,,,,,44,0.1887,54,-0.0402,37.345,-0.4117,
7bf87402413c27ff,2026-08-11,Annie on My Mind,Young Adult,36.83,36.52,3,36.52,36.52,,,,,28,0.4906,54,0.0084,37.345,-0.0221,
6fa3ea52c8e31e06,2026-08-11,New Moon (Twilight #2),Young Adult,12.86,13.03,2,13.03,13.03,,,,,52,0.0377,54,-0.0132,37.345,-0.6511,
97b8f130d32e9f4e,2026-08-11,Girl Online On Tour (Girl Online #2),Young Adult,53.47,52.08,2,52.08,52.08,,,,,8,0.8679,54,0.026,37.345,0.3946,
fff8a057a40c4a60,2026-08-11,The Haters,Young Adult,27.89,28.02,1,28.02,28.02,,,,,37,0.3208,54,-0.0047,37.345,-0.2497,
5bc1fbccfbf2355c,2026-08-11,The Art of Not Breathing,Young Adult,40.83,39.39,1,39.39,39.39,,,,,25,0.5472,54,0.0353,37.345,0.0548,
